sample	aada5	flip	oqxa6	mrx	ptsi	papk	ndm4	tetb	catii	mdtg	virb	aac3iic	drad	fes	acre	aac630_aac6ibfusionprotein	clbg	entd	fosa	aac6ibcr	clbe	wcst	iroc	ibea	nfae	ampc1	tssg	irod	oxa9	pape	mdfa	espy2	ramr	teml100	fepg	espx6	wzt	shv7	srpc	wcai	entc	qnrb20	mrkh	emrr	ndm5	kpse	cpxa	oqxb20	alla	kpc3	fosa9	papa	hlyc	kpnh	acrr	tssm	mdtf	oqxb9	fimk	vipatssb	shv28	acrd	ompa	wzx	shv31	marr	argr	kpsd	espl4	kpng	dfra14	wza	fepa	papd	folc	chus	arr	drap	ant2ia	irob	dha1	emrd	fdec	irp1	wzb	shua	wzc	roba	qacedelta1	iron	aac6ibhangzhou	fosa2	qnrb10	crp	sfay	acrb	wbbm	vactox	shvl64	dfra24	asla	hlya	aac6ibsuzhou	silb	iuta	fime	gyrb	shv122	erea	clbb	len6	arma	ctxm33	dotutssl	mdtc	emrk	aph3vi	tssa	fima	acra	glpt	shv76	ermb	sfac	roma	shv40	qnrs7	lpfa1	clba	aada16	mrkc	dfra1	ompk35	eptb	catb	impatssa	gadw	aph3ib	gsph	emrb	emre	cnf1	drae2	fyua	cati	dha4	flha	cusr	mrki	galf	asta	oqxb5	aph4ia	draa	vasetssk	phoq	nfsa	mdtn	macb	shut	shv71	iuca	wcah	oxa1	ompk37	dfra15	rmtf	shuy	clbo	baes	fliq	oqxa3	mdlb	sfag	clbm	clbn	tem1	bass	irp2	yagxecpc	gmd	mdth	aada	oqxa	wzi	hlyb	gspj	espx4	pata	ctxm27	msrb	shv160	allc	ybtq	mrkf	papi	shv187	gtrb	tetg	fliy	tssj	fepb	shv26	ndm7	tmrb	ybts	shv110	emry	qace	fepd	ctxm15	ugd	gnd	inlj	brpmbl	cmla5	tssb	fosa5	fepc	mrkb	flii	lap2	clbi	ykgkecpr	arr3	gyra	flig	sul2	fimf	sul1	yagyecpb	mdtk	paph	tle1	kpsc	oqxr	hcptssd	eae	gspi	clbd	focc	dfr	sotb	lpfa	kpsu	kpnf	papf	cyaa	entf	clbq	vipbtssc	mphb	estxsat1	sfax	aac6ib7	tolc	oqxb	chuw	aac3iia	gadx	suge	fabi	ec145	kpsf	mdta	gspe	espy1	catb3	rcsa	kfoc	yhei	papb	flia	mrkj	yoji	tetc	ctxm14	senb	oxa232	chuy	kpne	qnrb29	espl1	papg	rhspaar	emra	rpsl	ompk36	tssl	ampr	ndm1	fimi	aac3ii	vgrgtssi	ybtu	fha	feob	csgg	clbl	fimh	mrkd	merr	fimg	aph6id	allr	mphd	aac6iic	evgs	tetd	gspl	shv33	rama	gspc	oqxb25	dfra30	ybda	svhl71	clbp	tssf	hcp2tssd2	clbh	oqxb32	wcss	qacl	mdtb	clbj	dfra5	kpc2	mdtm	shv11	espy3	tcpc_group2	iroe	espx2	shv60	rcsb	enta	icmftssm	iucb	qnrb4	oqxb22	oqxa10	kdpe	arnt	shv1	manc	magawzy_k1	oqxb14	papc	sul3	bamb	entb	espy4	aac6ibcr7	qnra1	clbs	mtfa	aaca16	wcly	cyca	erea2	parc	vgac	clbk	kphs_23120	fliz	yagzecpa	shv112	shux	silc	kpsm	rmpa	oqxa8	act16	aac6ib8	gspf	mdte	papgiii	pmre	cuss	hcp1tssd1	gale	evga	msba	wbbn	pare	aac6ib10	mdtp	lptd	fimc	gspg	dfra27	act17	sfad	mara	csge	mcr9	chut	cpsacp	iucd	pmrl	aada2	ptxd	rmpa2	flij	wcaj	allb	act56	shv168	oqxa11	kpss	gspm	tssc	espr1	oxa181	multidrug_efflux_smr_transporter	gspd	cusf	rosb	crcb	cusa	dfra12	clbc	baca	espx1	uhpt	chey	rnfc	wcag	arr2	clpvtssh	ybtt	oqxb24	mpha	shv100	papj	shv106	rpos	clbf	gspa	chux	glf	fimd	baer	ente	alls	maca	pmrf	aph3ia	cmy59	flor	ec148	rosa	leuo	sfaf	oxa48	aac3iv	mdto	sila	dfra19	ybta	dfra25	chuv	ompr	kdea	teta	shv30	sfab	mrka	acrf	soxr	hlyd	wbbo	amph	hns	iucc	sfah	ant3iia	qnrb1	oqxb19	wzm	manb	setb	msre	cata10	porin	shv12	fimb	yagwecpd	ybte	tesa	sat2	tem98	ybtx	acrs	chuu	fosa73	scintssj	tli1	oxa2	rmtb	alld	espx5	pmrc	gspk
S77	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
S78	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
S79	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0
S80	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
S81	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S82	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S83	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S84	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S85	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S86	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
S87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
