ID	Species	AST-based group	WGS - AMR markers
S118	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK37, ompR, OqxA, OqxB, OXA-1, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul1, tesA, tle1, tli1, TmrB, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S119	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CrcB, CRP, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, Fosa7.3, fyuA, galF, GlpT, gnd, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB14, OXA-1, parC, PatA, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-76, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), TmrB, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S120	Klebsiella pneumoniae	Non-CP CRE	AAC(3)-IIc, AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK37, ompR, OqxA, OqxB19, OXA-1, parC, PatA, PmrE, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), tli1, TmrB, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S121	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib10, aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatI, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, impA-tssA, IroE, irp1, irp2, KdeA, kfoC, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, OXA-2, parC, PatA, PmrE, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-7, SilA, SilB, SilC, Sul1, tesA, tle1, tli1, tssF, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S122	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, aadA16, AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, APH(3'')-Ib, APH(3')-Ia, APH(6)-Id, argR, ArnT, Arr-2, BaeR, BaeS, bamB, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA1, DfrA27, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB32, parC, PatA, PmrE, ptxD, QnrB29, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, Sul1, Sul2, TEM-1, tesA, Tet(D), tssF, UhpT, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S123	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, aadA16, AcrA, AcrB, AcrD, AcrR, argR, ArnT, Arr-2, BaeR, BaeS, bamB, CatII, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-27, cusR, cycA, DfrA27, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FloR, FosA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, IroE, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, LptD, MacB, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, SenB, setB, sfaG, SHV-28, Sul1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S124	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, ompR, OqxA, OqxB25, parC, PatA, PmrE, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul2, TEM-1, tesA, tssF, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S125	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, OXA-1, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S126	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-33, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB14, OXA-1, parC, PatA, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-168, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S127	Klebsiella pneumoniae	Non-CP CRE	AAC(6')-Ib-cr, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, CatB3, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, gyrA, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB32, OXA-1, parC, parE, PatA, PmrE, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-12, tesA, Tet(A), tssF, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S128	Klebsiella pneumoniae	Non-CP CRE	aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, ptxD, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, SilA, SilB, SilC, Sul1, tesA, Tet(A), Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, virB, wza, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S129	Klebsiella pneumoniae	Non-CP CRE	aadA2, AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA12, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, MacB, manB, manC, MarA, MdtB, MdtC, Mph(A), mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, Mrx, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB22, parC, PatA, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-1, srpC, Sul1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S130	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gmd, gnd, gyrB, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-106, SilA, SilB, SilC, Sul1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wcaG, wcaJ, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S131	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, ANT(3'')-IIa, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DfrA1, dotU-tssL, EmrD, EmrR, eptB, feoB, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gmd, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, ptxD, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-1, SilA, SilB, SilC, Sul1, tesA, Tet(D), tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wcaG, wcaJ, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA
S132	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, parC, PatA, PmrE, QnrB1, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul2, TEM-1, tesA, tssF, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S133	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, mtfA, OmpA, OmpK36, ompR, OqxA, OqxB25, parC, PatA, QnrS7, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul2, TEM-1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S134	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, bamB, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, fyuA, galF, glf, GlpT, gnd, gyrA, H-NS, hcp-tssD, hlyB, icmF-tssM, IroE, irp1, irp2, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB20, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, setB, sfaG, SHV-28, SilA, SilB, SilC, Sul2, TEM-1, tesA, Tet(A), tssF, ugd, UhpT, vasE-tssK, Vga(C), vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA, ybtA, ybtE, YbtQ, ybtS, ybtT
S135	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, APH(3'')-Ib, APH(6)-Id, argR, ArnT, BaeR, BaeS, CatA10, clpV-tssH, cpsACP, CpxA, CRP, CTX-M-15, cusR, cycA, DfrA14, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, kfoC, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, MerR, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, parC, PatA, QnrB1, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, SilA, SilB, SilC, Sul2, TEM-1, tesA, tssF, ugd, UhpT, vasE-tssK, Vga(C), vgrG-tssI, vipA-tssB, vipB-tssC, virB, wbbM, wbbN, wbbO, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S136	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatII, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DHA-1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, parC, PatA, QnrB4, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, Sul1, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S137	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, CatII, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, DHA-1, dotU-tssL, EmrD, EmrR, entA, entB, entC, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, glf, GlpT, gnd, gyrA, gyrB, H-NS, hcp-tssD, icmF-tssM, impA-tssA, IroE, KdeA, KPHS_23120, KpnE, KpnF, KpnG, KpnH, LEN-6, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB25, parC, PatA, QnrB4, RamA, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, Sul1, SVHL-71, tesA, tle1, tli1, tssF, ugd, UhpT, vasE-tssK, vgrG-tssI, vipA-tssB, vipB-tssC, wbbM, wbbN, wbbO, wza, wzi, wzm, wzt, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
S138	Klebsiella pneumoniae	Non-CP CRE	AcrA, AcrB, AcrD, AcrR, argR, ArnT, BaeR, BaeS, bamB, BasS, clpV-tssH, cpsACP, CpxA, CRP, cusR, cycA, dotU-tssL, EmrD, EmrR, entA, entB, entC, entD, entE, entF, eptB, feoB, fepA, fepB, fepC, fepD, fepG, fes, fimA, fimB, fimC, fimD, fimE, fimF, fimG, fimH, fimI, fimK, fliY, FosA, galF, GlpT, gnd, H-NS, hcp-tssD, icmF-tssM, IroE, KdeA, KpnE, KpnF, KpnG, KpnH, leuO, LptD, manB, manC, MarA, MdtB, MdtC, mrkA, mrkB, mrkC, mrkD, mrkF, mrkH, mrkI, mrkJ, MsbA, mtfA, OmpA, OmpK36, OmpK37, ompR, OqxA, OqxB, parC, PatA, RamA, RamR, rcsA, rcsB, rnfC, RosA, RosB, rpoS, Rpsl, sciN-tssJ, sfaG, SHV-11, tesA, tssF, ugd, UhpT, vasE-tssK, vipA-tssB, vipB-tssC, wzi, yagW-ecpD, yagX-ecpC, yagY-ecpB, yagZ-ecpA, ybdA
